ID;1. Курят / больница;1. Курят / остановка;1. Курят / ресторан;1. Курят / бар;1. Курят / библиотека;1. Курят / правительство;1. Курят / работа;1. Курят / дом;2. Могут курить / больница;2. Могут курить / остановка;2. Могут курить / ресторан;2. Могут курить / бар;2. Могут курить / библиотека;2. Могут курить / правительство;2. Могут курить / работа;2. Могут курить / дом;3. Реклама сигарет / плакаты;3. Реклама сигарет / объявления;3. Реклама сигарет / ТВ;3. Реклама сигарет / радио;3. Реклама сигарет / кино;3. Реклама сигарет / СМИ;3. Реклама сигарет / мероприятия;3. Реклама сигарет / товары;3. Реклама сигарет / Интернет;3. Реклама сигарет / актеров;3. Реклама сигарет / образцы товаров;3. Реклама сигарет / купоны;4. Реклама отказа сигарет / плакаты;4. Реклама отказа сигарет / объявления;4. Реклама отказа сигарет / ТВ;4. Реклама отказа сигарет / радио;4. Реклама отказа сигарет / кино;4. Реклама отказа сигарет / СМИ;4. Реклама отказа сигарет / мероприятия;4. Реклама отказа сигарет / товары;4. Реклама отказа сигарет / Интернет;4. Реклама отказа сигарет / образцы товаров;4. Реклама отказа сигарет / купоны;5. Покупка подростками сигарет;6а. Одобрение курящих детей;6b. Одобрение курящих подростков;6с. Одобрение курящих женщин;6d. Одобрение курящих мужчин;6е. Одобрение подростков биди;6f. Одобрение женщин биди;6g. Одобрение мужчин биди;6h. Одобрение подростков кальян;6i. Одобрение женщин кальян;6j. Одобрение мужчин кальян;7а. Запрет курения в общ. местах;7b. Запрет рекламы сигарет;7с. Предупреждение на пачках сигарет;7d. Запрет продаж сигарет детям;7е. Запрет курения детьми;7f. Ограничение продаж сигарет;7g. Программы отказа от курения;8а. Курение/ ХЗЛ;8b. Курение/заболевания сердца;8с. Курение/диабет;8d. Курение/инсульт;8е. Курение/артрит;8f. Курение/рак легких;8g. Курение/Рак горла;8h. Курение/пассивные курильщики;8i. Курение/преждевременные роды;8j. Курение/дети с малым весом;9. Реклама нездор. питание / плакаты;9. Реклама нездор. питание / объявления;9. Реклама нездор. питание / ТВ;9. Реклама нездор. питание / радио;9. Реклама нездор. питание / кино;9. Реклама нездор. питание / СМИ;9. Реклама нездор. питание / мероприятия;9. Реклама нездор. питание / товары;9. Реклама нездор. питание / Интернет;9. Реклама нездор. питание / образцы товаров;9. Реклама нездор. питание / купоны;10. Реклама газ. напитков / плакаты;10. Реклама газ. напитков / объявления;10. Реклама газ. напитков / ТВ;10. Реклама газ. напитков / радио;10. Реклама газ. напитков / кино;10. Реклама газ. напитков / СМИ;10. Реклама газ. напитков / мероприятия;10. Реклама газ. напитков / товары;10. Реклама газ. напитков / Интернет;10. Реклама газ. напитков / образцы товаров;10. Реклама газ. напитков / купоны;11. Реклама алкоголя / плакаты;11. Реклама алкоголя / объявления;11. Реклама алкоголя / ТВ;11. Реклама алкоголя / радио;11. Реклама алкоголя / кино;11. Реклама алкоголя / СМИ;11. Реклама алкоголя / мероприятия;11. Реклама алкоголя / товары;11. Реклама алкоголя / Интернет;11. Реклама алкоголя / образцы товаров;11. Реклама алкоголя / купоны;12. Реклама фруктов / плакаты;12. Реклама фруктов / объявления;12. Реклама фруктов / ТВ;12. Реклама фруктов / радио;12. Реклама фруктов / кино;12. Реклама фруктов / СМИ;12. Реклама фруктов / мероприятия;12. Реклама фруктов / товары;12. Реклама фруктов / Интернет;12. Реклама фруктов / образцы товаров;12. Реклама фруктов / купоны;13. Реклама диеты / плакаты;13. Реклама диеты / объявления;13. Реклама диеты / ТВ;13. Реклама диеты / радио;13. Реклама диеты / кино;13. Реклама диеты / СМИ;13. Реклама диеты / мероприятия;13. Реклама диеты / товары;13. Реклама диеты / Интернет;14. Реклама физ. активности / плакаты;14. Реклама физ. активности / объявления;14. Реклама физ. активности / ТВ;14. Реклама физ. активности / радио;14. Реклама физ. активности / кино;14. Реклама физ. активности / СМИ;14. Реклама физ. активности / мероприятия;14. Реклама физ. активности / товары;14. Реклама физ. активности / Интернет;15. Реклама пользы продуктов / плакаты;15. Реклама пользы продуктов / объявления;15. Реклама пользы продуктов / ТВ;15. Реклама пользы продуктов / радио;15. Реклама пользы продуктов / кино;15. Реклама пользы продуктов / СМИ;15. Реклама пользы продуктов / мероприятия;15. Реклама пользы продуктов / товары;15. Реклама пользы продуктов / Интернет;16. Общ. Давление/ а;16. Общ. Давление/ b;16. Общ. Давление/ c;16. Общ. Давление/ d;16. Общ. Давление/ e;16. Общ. Давление/ f;17. Известно ли о наличии… / a;17. Известно ли о наличии… / b;17. Известно ли о наличии… / c;17. Известно ли о наличии… / d;17. Известно ли о наличии… / e;17. Известно ли о наличии… / f;17. Известно ли о наличии… / g;17. Известно ли о наличии… / h;18. ССЗ / увелич. Физ. активности;18. ССЗ / фрукты;18. ССЗ / овощи;18. ССЗ / мясо;18. ССЗ / кофе;18. ССЗ / молочные продукты;18. ССЗ / рыба;18. ССЗ / курение;18. ССЗ / снижение жиров;18. ССЗ / снижение соли;18. ССЗ / увеличение веса;19. Маркировка / местные продукты;19. Маркировка / импортные продукты;20. Замечания курящим детям;20. Замечания курящим подросткам;21. Замечания нездоровой еды / дети;21. Замечания нездоровая еда / подростки;22. Советы физ. активности / дети;22. Советы физ. активности / подростки;23. Помощь соседям;27. Рекомендации по отказу от курения;28. Посещение школы;29. Уровень образования;30. Лет обучения;31. Пять знакомых / курят;31. Пять знакомых / алкоголь;31. Пять знакомых / ожирение;32а. Собственные фрукты и овощи;32b. Доля фруктов и овощей;33. Как добираетесь до магазина;34. Время до магазина;35. Адрес магазина;36. Код магазина EPOCH 1;39а. Место работы;39b. Индекс работы;39c. Расстояние до работы;39d. Время до работы;40. Как добираетесь до работы;41. Часов в неделю на работе;43а. Интернет дома;43b. Интернет на работе;43c. Интернет в районе бесплатный;43d. Интернет в районе платный;43e. Интернет у друзей;43f. Интернет иное место;43g. Интернета НЕТ
54-101-001-01;во всех закрытых помещениях;во всех закрытых помещениях;в некоторых специальных закрытых помещениях;не знаю;не знаю;не знаю;не знаю;не знаю;в некоторых специальных закрытых помещениях;ни в закрытых помещениях, ни вне помещений объекта;только вне помещений;только вне помещений;только вне помещений;только вне помещений;только вне помещений;во всех закрытых помещениях;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;1;0;0;неизвестно;не знаю;не знаю;не знаю;не знаю;не знаю;не знаю;не знаю;не знаю;не знаю;не знаю;да;да;да;да;да;не знаю;не знаю;да;да;да;да;да;да;да;да;да;да;1;1;1;1;0;1;0;1;1;0;0;1;1;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;1;1;да;да;да;нет;да;нет;да;да;нет;нет;нет;да;нет;да;не знаю;нет;нет;нет;да;нет;да;да;да;да;да;да, на большинстве;да, на большинстве;лишь некоторые взрослые;лишь некоторые взрослые;такого не было;такого не было;лишь некоторые взрослые;лишь некоторые взрослые;лишь некоторые взрослые;нет;1;средняя школа;10;1;0;1;1;100;пешком;2;;;дома;650066;0;;пешком;72;1;1;0;0;1;0;0
54-602-024-01;ни в закрытых помещениях, ни вне помещений объекта;не знаю;не знаю;не знаю;не знаю;только вне помещений;только вне помещений;только вне помещений;только вне помещений;только вне помещений;только вне помещений;только вне помещений;только вне помещений;в некоторых специальных закрытых помещениях;только вне помещений;только вне помещений;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;возможно в некоторых торговых точках;да;да;да;нет;да;нет;нет;нет;нет;нет;да;да;да;да;да;да;да;да;да;нет;да;нет;да;да;да;да;да;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;да;да;да;нет;нет;нет;да;да;да;да;да;да;да;да;да;да;да;да;нет;нет;нет;нет;да;да;нет;да, на большинстве;да, на большинстве;такого не было;такого не было;такого не было;такого не было;такого не было;такого не было;редко, но такое возможно;нет;1;средняя школа;2;4;2;1;0;;на автомобиле;40;проспект Кузнецкий ;;вне района проживания;;20;40;автобусом;17;1;0;0;0;0;0;0
54-601-020-01;только вне помещений;только вне помещений;не знаю;не знаю;не знаю;только вне помещений;только вне помещений;только вне помещений;в некоторых специальных закрытых помещениях;ни в закрытых помещениях, ни вне помещений объекта;в некоторых специальных закрытых помещениях;в некоторых специальных закрытых помещениях;в некоторых специальных закрытых помещениях;в некоторых специальных закрытых помещениях;в некоторых специальных закрытых помещениях;ни в закрытых помещениях, ни вне помещений объекта;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;возможно в большинстве торговых точек;да;да;да;не знаю;не знаю;не знаю;не знаю;да;да;да;да;да;да;да;не знаю;не знаю;не знаю;да;да;да;да;да;да;да;да;да;да;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;не знаю;не знаю;не знаю;не знаю;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;да;да;нет;нет;да;да;нет;нет;нет;нет;да, на большинстве;не знаю;такого не было;такого не было;это обычное явление;это обычное явление;лишь некоторые взрослые;лишь некоторые взрослые;это обычное явление;нет;1;средняя школа;10;5;0;3;1;100;пешком;10;с Березово, ул Центральная ;Любимый;;;;;;;0;0;0;0;0;0;1
54-701-021-01;во всех закрытых помещениях;не знаю;не знаю;не знаю;не знаю;не знаю;не знаю;только вне помещений;ни в закрытых помещениях, ни вне помещений объекта;ни в закрытых помещениях, ни вне помещений объекта;ни в закрытых помещениях, ни вне помещений объекта;ни в закрытых помещениях, ни вне помещений объекта;ни в закрытых помещениях, ни вне помещений объекта;ни в закрытых помещениях, ни вне помещений объекта;ни в закрытых помещениях, ни вне помещений объекта;ни в закрытых помещениях, ни вне помещений объекта;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;возможно в большинстве торговых точек;да;да;да;да;не знаю;не знаю;не знаю;да;да;да;да;да;да;да;да;да;не знаю;да;да;да;да;не знаю;да;да;да;да;да;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;не знаю;не знаю;не знаю;не знаю;не знаю;не знаю;нет;да;нет;нет;нет;да;не знаю;нет;да;да;да;да;нет;да;да;нет;да;да;нет;да, на большинстве;да, на большинстве;это обычное явление;это обычное явление;такого не было;такого не было;такого не было;такого не было;это обычное явление;нет;1;средняя школа;3;3;2;4;1;100;пешком;5;ул. Строительная, 9;;;;;;;;1;0;0;0;1;0;0
54-504-035-01;только вне помещений;только вне помещений;не знаю;не знаю;ни в закрытых помещениях, ни вне помещений объекта;не знаю;только вне помещений;только вне помещений;в некоторых специальных закрытых помещениях;ни в закрытых помещениях, ни вне помещений объекта;в некоторых специальных закрытых помещениях;в некоторых специальных закрытых помещениях;ни в закрытых помещениях, ни вне помещений объекта;в некоторых специальных закрытых помещениях;в некоторых специальных закрытых помещениях;только вне помещений;0;0;0;0;0;1;0;1;0;1;1;1;1;1;1;0;0;1;0;1;1;1;1;возможно в некоторых торговых точках;нет;нет;нет;не знаю;не знаю;не знаю;не знаю;нет;нет;нет;да;да;да;да;да;да;да;да;да;да;да;да;да;да;да;да;да;1;1;1;0;0;1;0;1;1;1;1;1;1;1;0;0;1;0;1;1;1;1;0;0;0;0;0;1;0;0;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;да;нет;нет;да;да;да;нет;нет;да;да;нет;да;да;нет;да, на большинстве;да, на большинстве;это обычное явление;это обычное явление;это обычное явление;это обычное явление;это обычное явление;это обычное явление;это обычное явление;н/д;1;ВУЗ;5;1;0;1;1;50;пешком;5;Новая 6;;вне района проживания;650520;25;30;на автомобиле;40;1;1;0;0;1;0;0
54-504-009-01;только вне помещений;только вне помещений;ни в закрытых помещениях, ни вне помещений объекта;ни в закрытых помещениях, ни вне помещений объекта;ни в закрытых помещениях, ни вне помещений объекта;не знаю;не знаю;ни в закрытых помещениях, ни вне помещений объекта;в некоторых специальных закрытых помещениях;ни в закрытых помещениях, ни вне помещений объекта;ни в закрытых помещениях, ни вне помещений объекта;ни в закрытых помещениях, ни вне помещений объекта;ни в закрытых помещениях, ни вне помещений объекта;ни в закрытых помещениях, ни вне помещений объекта;ни в закрытых помещениях, ни вне помещений объекта;ни в закрытых помещениях, ни вне помещений объекта;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0;0;возможно в большинстве торговых точек;да;да;да;да;не знаю;не знаю;не знаю;да;да;да;да;да;да;да;да;да;нет;да;да;да;да;да;да;да;да;да;да;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;не знаю;не знаю;не знаю;да;не знаю;да;нет;нет;да;нет;нет;да;да;нет;не знаю;не знаю;такого не было;такого не было;такого не было;такого не было;редко, но такое возможно;редко, но такое возможно;редко, но такое возможно;н/д;1;средняя школа;4;5;5;3;1;100;пешком;10;Центральная 9;;;;;;;;1;0;0;0;1;0;0
54-502-001-01;ни в закрытых помещениях, ни вне помещений объекта;только вне помещений;только вне помещений;не знаю;не знаю;не знаю;не знаю;ни в закрытых помещениях, ни вне помещений объекта;в некоторых специальных закрытых помещениях;только вне помещений;в некоторых специальных закрытых помещениях;в некоторых специальных закрытых помещениях;в некоторых специальных закрытых помещениях;в некоторых специальных закрытых помещениях;в некоторых специальных закрытых помещениях;ни в закрытых помещениях, ни вне помещений объекта;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;неизвестно;да;да;да;нет;не знаю;не знаю;не знаю;не знаю;не знаю;не знаю;да;да;да;да;не знаю;да;да;да;да;да;да;не знаю;да;да;да;не знаю;да;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;нет;нет;нет;не знаю;да;нет;не знаю;не знаю;не знаю;не знаю;не знаю;не знаю;не знаю;не знаю;да;да;да;нет;нет;не знаю;да;нет;да;да;нет;да, на большинстве;да, на большинстве;это обычное явление;это обычное явление;такого не было;такого не было;такого не было;такого не было;это обычное явление;н/д;1;средняя школа;8;4;0;1;1;90;пешком;1;Центральная 18;;;;;;;;0;0;0;0;1;0;0
54-602-040-01;только вне помещений;только вне помещений;не знаю;не знаю;не знаю;не знаю;не знаю;в некоторых специальных закрытых помещениях;в некоторых специальных закрытых помещениях;только вне помещений;в некоторых специальных закрытых помещениях;в некоторых специальных закрытых помещениях;в некоторых специальных закрытых помещениях;в некоторых специальных закрытых помещениях;в некоторых специальных закрытых помещениях;только вне помещений;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;возможно в некоторых торговых точках;да;да;да;не знаю;да;да;не знаю;да;да;не знаю;да;не знаю;да;да;да;да;не знаю;да;да;не знаю;да;да;да;да;да;не знаю;да;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;не знаю;нет;нет;нет;нет;нет;не знаю;да;не знаю;не знаю;нет;не знаю;не знаю;не знаю;не знаю;да;да;нет;нет;нет;да;нет;не знаю;да;нет;нет;нет;это обычное явление;это обычное явление;такого не было;такого не было;редко, но такое возможно;редко, но такое возможно;лишь некоторые взрослые;н/д;1;средняя школа;2;3;1;0;1;100;пешком;15;;;;;;;;;0;0;0;0;1;1;0
54-504-003-01;только вне помещений;только вне помещений;не знаю;не знаю;не знаю;не знаю;только вне помещений;только вне помещений;в некоторых специальных закрытых помещениях;ни в закрытых помещениях, ни вне помещений объекта;в некоторых специальных закрытых помещениях;в некоторых специальных закрытых помещениях;ни в закрытых помещениях, ни вне помещений объекта;ни в закрытых помещениях, ни вне помещений объекта;в некоторых специальных закрытых помещениях;только вне помещений;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;невозможно в каких-либо торговых точках;да;да;да;нет;не знаю;не знаю;не знаю;да;да;да;да;не знаю;да;да;да;да;да;да;да;не знаю;да;не знаю;да;да;да;не знаю;да;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;да;да;да;нет;нет;не знаю;да;нет;нет;нет;нет;да, на некоторых;нет;лишь некоторые взрослые;лишь некоторые взрослые;такого не было;такого не было;лишь некоторые взрослые;лишь некоторые взрослые;редко, но такое возможно;нет;1;начальная школа;8;5;5;0;1;60;автобусом;180;пер.Щетинкина 16;Губернский рынок;;;;;;;0;0;0;0;0;0;1
54-504-002-01;в некоторых специальных закрытых помещениях;во всех закрытых помещениях;не знаю;не знаю;ни в закрытых помещениях, ни вне помещений объекта;ни в закрытых помещениях, ни вне помещений объекта;ни в закрытых помещениях, ни вне помещений объекта;ни в закрытых помещениях, ни вне помещений объекта;в некоторых специальных закрытых помещениях;ни в закрытых помещениях, ни вне помещений объекта;в некоторых специальных закрытых помещениях;в некоторых специальных закрытых помещениях;ни в закрытых помещениях, ни вне помещений объекта;в некоторых специальных закрытых помещениях;в некоторых специальных закрытых помещениях;только вне помещений;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;возможно в большинстве торговых точек;да;да;да;нет;не знаю;не знаю;не знаю;да;да;да;да;да;да;да;да;да;да;да;да;не знаю;да;не знаю;да;нет;да;да;да;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;не знаю;да;нет;не знаю;не знаю;не знаю;да;да;да;да;не знаю;да;нет;да;не знаю;не знаю;не знаю;не знаю;нет;нет;нет;нет;да;да;нет;да, на некоторых;нет;это обычное явление;это обычное явление;это обычное явление;это обычное явление;это обычное явление;это обычное явление;это обычное явление;нет;1;ВУЗ;5;0;0;1;1;100;пешком;15;Центральная 10 Старочервово;;;;;;;;1;0;0;0;0;0;0
